batch_size,epoch,input_to_padding_ratio,learning_rate,lr-AdamW,num_frames,num_tokens,output_to_padding_ratio,step,train_loss,training_batch_bleu,training_batch_wer,val_bleu,val_loss,val_wer
,,,,0.00019168349073170793,,,,49,,,,,,
2.0,0,0.8852459192276001,0.000191683488083072,,414720.0,135.0,0.8653846383094788,49,0.28247547149658203,0.7915303111076355,0.12195122241973877,,,
,,,,0.00018838492688104885,,,,54,,,,,,
,,,,0.00018838492688104885,,,,54,,,,,,
,,,,0.00018838492688104885,,,,54,,,,,,
1.0,0,1.0,0.00018838493269868195,,357120.0,107.0,1.0,54,0.522896945476532,0.4867299497127533,0.2571428716182709,,,
,0,,,,,,,56,,,,0.6445639729499817,nan,0.2083040177822113
,,,,0.00018457561197993702,,,,59,,,,,,
,,,,0.00018457561197993702,,,,59,,,,,,
,,,,0.00018457561197993702,,,,59,,,,,,
2.0,0,0.9934425950050354,0.00018457560508977622,,581760.0,154.0,0.9506173133850098,59,0.3178517818450928,0.6357332468032837,0.21153846383094788,,,
,,,,0.00018027768419991437,,,,64,,,,,,
,,,,0.00018027768419991437,,,,64,,,,,,
,,,,0.00018027768419991437,,,,64,,,,,,
3.0,0,0.954954981803894,0.00018027768237516284,,610560.0,181.0,0.8497652411460876,64,0.1507129818201065,0.79227614402771,0.11864406615495682,,,
,,,,0.00017551612132962253,,,,69,,,,,,
,,,,0.00017551612132962253,,,,69,,,,,,
,,,,0.00017551612132962253,,,,69,,,,,,
2.0,0,0.9812734127044678,0.00017551612108945847,,503040.0,144.0,0.8888888955116272,69,0.26416170597076416,0.5742908120155334,0.2291666716337204,,,
,,,,0.00017031859561416777,,,,74,,,,,,
,,,,0.00017031859561416777,,,,74,,,,,,
,,,,0.00017031859561416777,,,,74,,,,,,
2.0,0,0.9341216087341309,0.00017031859897542745,,530880.0,176.0,0.9263157844543457,74,0.1866558939218521,0.6324259638786316,0.1818181872367859,,,
,,,,0.00016471531293541327,,,,79,,,,,,
,,,,0.00016471531293541327,,,,79,,,,,,
,,,,0.00016471531293541327,,,,79,,,,,,
2.0,0,0.9527027010917664,0.00016471531125716865,,541440.0,187.0,0.9166666865348816,79,0.21850866079330444,0.6608936190605164,0.18000000715255737,,,
,,,,0.0001587388372678166,,,,84,,,,,,
,,,,0.0001587388372678166,,,,84,,,,,,
,,,,0.0001587388372678166,,,,84,,,,,,
2.0,0,0.938906729221344,0.00015873883967287838,,560640.0,135.0,0.9642857313156128,84,0.18767480552196503,0.6170953512191772,0.17142857611179352,,,
,,,,0.0001524239014300027,,,,89,,,,,,
,,,,0.0001524239014300027,,,,89,,,,,,
,,,,0.0001524239014300027,,,,89,,,,,,
2.0,0,0.9906367063522339,0.00015242390509229153,,507840.0,159.0,0.9137930870056152,89,0.23664678633213043,0.7354517579078674,0.1818181872367859,,,
,,,,0.00014580720523190682,,,,94,,,,,,
,,,,0.00014580720523190682,,,,94,,,,,,
,,,,0.00014580720523190682,,,,94,,,,,,
2.0,0,0.8883928656578064,0.00014580720744561404,,382080.0,95.0,0.8796296119689941,94,0.15863651037216187,0.6566640734672546,0.14814814925193787,,,
,,,,0.00013892720219057267,,,,99,,,,,,
,,,,0.00013892720219057267,,,,99,,,,,,
,,,,0.00013892720219057267,,,,99,,,,,,
2.0,0,0.9713804721832275,0.00013892720744479448,,553920.0,172.0,0.9247311949729919,99,0.4121268391609192,0.6545590758323669,0.27906978130340576,,,
,,,,0.0001318238760541262,,,,104,,,,,,
,,,,0.0001318238760541262,,,,104,,,,,,
,,,,0.0001318238760541262,,,,104,,,,,,
2.0,0,0.9821428656578064,0.00013182387920096517,,422400.0,108.0,0.931034505367279,104,0.32993069291114807,0.5351728200912476,0.29411765933036804,,,
,,,,0.0001245385084326757,,,,109,,,,,,
,,,,0.0001245385084326757,,,,109,,,,,,
,,,,0.0001245385084326757,,,,109,,,,,,
3.0,0,0.9103773832321167,0.000124538506497629,,555840.0,177.0,0.9365079402923584,109,0.3410113453865051,0.44858917593955994,0.25999999046325684,,,
,0,,,,,,,113,,,,0.4718334376811981,nan,0.22097115218639374
,,,,0.00011711343888657177,,,,114,,,,,,
,,,,0.00011711343888657177,,,,114,,,,,,
,,,,0.00011711343888657177,,,,114,,,,,,
2.0,0,0.9579831957817078,0.00011711343540810049,,437760.0,98.0,0.942307710647583,114,0.14377428591251373,0.7403572201728821,0.11428571492433548,,,
,,,,0.0001095918188662957,,,,119,,,,,,
,,,,0.0001095918188662957,,,,119,,,,,,
,,,,0.0001095918188662957,,,,119,,,,,,
2.0,0,0.9046609997749329,0.00010959181963698938,,409920.0,116.0,0.9508196711540222,119,0.0432589054107666,0.9366846084594727,0.02500000037252903,,,
,,,,0.00010201736093397613,,,,124,,,,,,
,,,,0.00010201736093397613,,,,124,,,,,,
,,,,0.00010201736093397613,,,,124,,,,,,
2.0,0,0.9910714030265808,0.00010201735858572647,,426240.0,148.0,0.925000011920929,124,0.28216108679771423,0.6125649213790894,0.20454545319080353,,,
,,,,9.443408472395588e-05,,,,129,,,,,,
,,,,9.443408472395588e-05,,,,129,,,,,,
,,,,9.443408472395588e-05,,,,129,,,,,,
4.0,1,0.8268072009086609,9.443408634979278e-05,,527040.0,168.0,0.7636363506317139,129,0.24587805569171906,0.5030335187911987,0.25,,,
,,,,8.688606111878096e-05,,,,134,,,,,,
,,,,8.688606111878096e-05,,,,134,,,,,,
,,,,8.688606111878096e-05,,,,134,,,,,,
3.0,1,0.8882235288619995,8.688605885254219e-05,,427200.0,138.0,0.7931034564971924,134,0.10935759544372559,0.5418307185173035,0.38461539149284363,,,
,,,,7.941715612735639e-05,,,,139,,,,,,
,,,,7.941715612735639e-05,,,,139,,,,,,
,,,,7.941715612735639e-05,,,,139,,,,,,
1.0,1,1.0,7.941715739434585e-05,,344640.0,91.0,1.0,139,0.183654323220253,0.5440866947174072,0.23404255509376526,,,
,,,,7.207077595374342e-05,,,,144,,,,,,
,,,,7.207077595374342e-05,,,,144,,,,,,
,,,,7.207077595374342e-05,,,,144,,,,,,
1.0,1,1.0,7.207077578641474e-05,,335040.0,81.0,1.0,144,0.06785235553979874,0.5766192078590393,0.2295081913471222,,,
,,,,6.48896147381531e-05,,,,149,,,,,,
,,,,6.48896147381531e-05,,,,149,,,,,,
,,,,6.48896147381531e-05,,,,149,,,,,,
1.0,1,1.0,6.488961662398651e-05,,395520.0,103.0,1.0,149,0.20098750293254852,0.6295174360275269,0.1621621549129486,,,
,,,,5.791540643616232e-05,,,,154,,,,,,
,,,,5.791540643616232e-05,,,,154,,,,,,
,,,,5.791540643616232e-05,,,,154,,,,,,
3.0,1,0.9647058844566345,5.79154075239785e-05,,472320.0,158.0,0.8926553726196289,154,0.20066331326961517,0.7613579034805298,0.11320754885673523,,,
,,,,5.118868227812801e-05,,,,159,,,,,,
,,,,5.118868227812801e-05,,,,159,,,,,,
,,,,5.118868227812801e-05,,,,159,,,,,,
2.0,1,0.9818840622901917,5.1188682846259326e-05,,520320.0,189.0,0.8669725060462952,159,0.08242733776569366,0.6231825351715088,0.1538461595773697,,,
,,,,4.4748535218345696e-05,,,,164,,,,,,
,,,,4.4748535218345696e-05,,,,164,,,,,,
,,,,4.4748535218345696e-05,,,,164,,,,,,
4.0,1,0.8524844646453857,4.474853631108999e-05,,527040.0,151.0,0.898809552192688,164,0.22080858051776886,0.5263699889183044,0.25925925374031067,,,
,,,,3.8632392742876786e-05,,,,169,,,,,,
,,,,3.8632392742876786e-05,,,,169,,,,,,
,,,,3.8632392742876786e-05,,,,169,,,,,,
1.0,1,1.0,3.8632391806459054e-05,,327360.0,74.0,1.0,169,0.15294022858142853,0.0,1.0,,,
,1,,,,,,,171,,,,0.5712670683860779,nan,0.2111189365386963
,,,,3.2875799356392696e-05,,,,174,,,,,,
,,,,3.2875799356392696e-05,,,,174,,,,,,
,,,,3.2875799356392696e-05,,,,174,,,,,,
3.0,1,0.8709677457809448,3.287579966126941e-05,,622080.0,177.0,0.8805969953536987,174,0.19674697518348694,0.7195140719413757,0.13636364042758942,,,
,,,,2.7512210012131925e-05,,,,179,,,,,,
,,,,2.7512210012131925e-05,,,,179,,,,,,
,,,,2.7512210012131925e-05,,,,179,,,,,,
3.0,1,0.8643410801887512,2.751220927166287e-05,,428160.0,161.0,0.7892156839370728,179,0.1411152333021164,0.7310227751731873,0.12068965286016464,,,
,,,,2.2572795685470965e-05,,,,184,,,,,,
,,,,2.2572795685470965e-05,,,,184,,,,,,
,,,,2.2572795685470965e-05,,,,184,,,,,,
3.0,1,0.9921104311943054,2.2572796297026798e-05,,482880.0,169.0,0.8535353541374207,184,0.17052234709262848,0.8656030893325806,0.05263157933950424,,,
,,,,1.808626222103528e-05,,,,189,,,,,,
,,,,1.808626222103528e-05,,,,189,,,,,,
,,,,1.808626222103528e-05,,,,189,,,,,,
3.0,1,0.9324324131011963,1.808626257115975e-05,,596160.0,196.0,0.859649121761322,189,0.15542498230934143,0.5882183909416199,0.2368421107530594,,,
,,,,1.4078683506136113e-05,,,,194,,,,,,
,,,,1.4078683506136113e-05,,,,194,,,,,,
,,,,1.4078683506136113e-05,,,,194,,,,,,
2.0,1,0.9800000190734863,1.4078683307161555e-05,,564480.0,130.0,0.9027777910232544,194,0.2794988751411438,0.7279215455055237,0.1764705926179886,,,
,,,,1.0573349940060863e-05,,,,199,,,,,,
,,,,1.0573349940060863e-05,,,,199,,,,,,
,,,,1.0573349940060863e-05,,,,199,,,,,,
3.0,1,0.9354838728904724,1.0573349754849914e-05,,584640.0,175.0,0.8974359035491943,199,0.19252505898475647,0.8113272190093994,0.11627907305955887,,,
,,,,7.5906330798512334e-06,,,,204,,,,,,
,,,,7.5906330798512334e-06,,,,204,,,,,,
,,,,7.5906330798512334e-06,,,,204,,,,,,
3.0,1,0.9158729910850525,7.5906332313024905e-06,,553920.0,166.0,0.8783068656921387,204,0.032748084515333176,0.6502164602279663,0.17543859779834747,,,
,,,,5.147867249191803e-06,,,,209,,,,,,
,,,,5.147867249191803e-06,,,,209,,,,,,
,,,,5.147867249191803e-06,,,,209,,,,,,
2.0,1,0.9542372822761536,5.147867341293022e-06,,540480.0,145.0,0.9797297120094299,209,0.32497209310531616,0.5302576422691345,0.2888889014720917,,,
,,,,3.259248798450067e-06,,,,214,,,,,,
,,,,3.259248798450067e-06,,,,214,,,,,,
,,,,3.259248798450067e-06,,,,214,,,,,,
2.0,1,0.883474588394165,3.2592488423688337e-06,,400320.0,127.0,0.8943662047386169,214,0.22361266613006592,0.6028638482093811,0.2222222238779068,,,
,,,,1.935753601326456e-06,,,,219,,,,,,
,,,,1.935753601326456e-06,,,,219,,,,,,
,,,,1.935753601326456e-06,,,,219,,,,,,
3.0,1,0.9217527508735657,1.935753516590921e-06,,565440.0,160.0,0.9523809552192688,219,0.16864493489265442,0.3974294364452362,0.5277777910232544,,,
,,,,1.1850732675905632e-06,,,,224,,,,,,
,,,,1.1850732675905632e-06,,,,224,,,,,,
,,,,1.1850732675905632e-06,,,,224,,,,,,
2.0,1,0.991830050945282,1.1850733017126913e-06,,582720.0,146.0,0.9605262875556946,224,0.16208042204380035,0.6782815456390381,0.19607843458652496,,,
